id,name,nick_name,wins,losses,draws,height,weight,reach,stance,dob,splm,str_acc,sapm,str_def,td_avg,td_avg_acc,td_def,sub_avg,weight_class,age,win_ratio,experience
505934897b8b4824,Thaddeus Luster,Unknown,0,1,0,190.5,95.25,,Unknown,,0.0,0,0.0,0,0.0,0,0,0.0,Heavyweight,,0.0,1
c11f50e9c1513ce9,Mark Holst,Boots,12,6,0,182.88,70.31,,Orthodox,1985-08-14,0.25,19,1.67,47,0.76,100,60,2.3,Welterweight,40.0,0.6666666666666666,18
798e48f9e7f6ba22,Carlos Hernandez,Unknown,10,5,0,172.72,56.7,170.18,Orthodox,1993-10-25,3.83,45,3.5,50,1.56,21,65,0.2,Flyweight,32.0,0.6666666666666666,15
9deff9e3e8d94d47,Josh Samman,Anqa,13,4,0,190.5,83.91,200.66,Orthodox,1988-03-14,2.08,52,2.47,34,1.09,33,33,0.4,Light Heavyweight,37.0,0.7647058823529411,17
9c442aaf149ea982,Shauna Bannon,Mama B,7,1,0,165.1,52.16,165.1,Switch,1993-10-23,4.77,43,3.88,44,0.0,0,42,0.8,Flyweight,32.0,0.875,8
99bd51917728c25d,Grant Dawson,KGD,23,2,1,177.8,70.31,182.88,Switch,1994-02-20,3.2,52,2.11,44,3.87,40,57,1.1,Welterweight,31.0,0.92,26
14ff46596ad80609,Norman Parke,Stormin',23,6,1,180.34,70.31,177.8,Southpaw,1986-12-22,3.06,35,2.88,64,1.98,26,77,0.0,Welterweight,39.0,0.7931034482758621,30
c3bd649a9194e50c,Jeremy Larsen,Unknown,8,5,0,177.8,65.77,177.8,Orthodox,1984-05-18,4.87,48,5.75,57,2.49,33,0,0.0,Featherweight,41.0,0.6153846153846154,13
88be62d6c1e6dadb,Jose Ochoa,Kalzifer,8,2,0,170.18,56.7,170.18,Southpaw,2000-12-31,3.01,37,2.33,60,0.43,50,59,1.3,Flyweight,25.0,0.8,10
179f1948dc234f1f,Mark Munoz,The Filipino Wrecking Machine,14,6,0,182.88,83.91,180.34,Orthodox,1978-02-09,3.12,51,2.26,57,3.17,29,57,0.6,Light Heavyweight,47.0,0.7,20
23ab42947c1990e3,Ron van Clief,The Black Dragon,0,1,0,177.8,86.18,,Orthodox,1943-01-25,0.0,0,0.0,0,0.0,0,0,0.0,Light Heavyweight,82.0,0.0,1
1dab0d1d81dd06db,Tra Telligman,Trauma,7,5,1,187.96,105.69,,Orthodox,1965-02-07,1.83,35,3.02,56,0.87,100,80,0.0,Heavyweight,60.0,0.5833333333333334,13
c0ab242c40decc55,Ryan Bader,Darth,23,5,0,187.96,92.99,187.96,Orthodox,1983-06-07,2.82,43,1.39,71,3.37,44,80,0.4,Light Heavyweight,42.0,0.8214285714285714,28
710d93f1508f7104,Stevie Lynch,Unknown,5,2,0,177.8,77.11,,Orthodox,,2.47,25,7.06,41,0.0,0,0,0.0,Middleweight,,0.7142857142857143,7
05560764359161e4,Constantinos Philippou,Unknown,13,5,0,180.34,83.91,185.42,Orthodox,1979-11-29,2.19,35,2.73,54,0.4,42,65,0.3,Light Heavyweight,46.0,0.7222222222222222,18
fbbde91f7bc2d3c5,Gary Goodridge,Big Daddy,23,22,1,190.5,112.94,,Orthodox,1966-01-17,1.84,56,2.14,48,0.4,100,53,0.8,Heavyweight,59.0,0.5111111111111111,46
f3a078277b3b8ff4,Masanori Kanehara,Unknown,26,12,5,170.18,61.23,170.18,Orthodox,1982-11-19,1.88,49,1.63,62,1.44,50,63,0.9,Featherweight,43.0,0.6842105263157895,43
cb6783c39c01d896,Tiki Ghosn,Unknown,10,7,1,177.8,77.11,,Orthodox,1977-02-09,2.78,46,2.94,58,0.41,50,61,0.0,Middleweight,48.0,0.5882352941176471,18
a01e84abefd85ec0,Pascal Krauss,Panzer,11,2,0,185.42,77.11,,Orthodox,1987-04-19,5.45,47,3.88,59,1.53,50,60,0.9,Middleweight,38.0,0.8461538461538461,13
21b1132949f2a9b0,Steve Berger,The Red Nosed Pitbull,21,23,2,180.34,77.11,,Orthodox,1973-05-20,1.0,27,3.26,36,0.84,40,16,1.7,Middleweight,52.0,0.4772727272727273,46
6256b2b1562cb8e1,James Vick,The Texecutioner,13,5,0,190.5,70.31,193.04,Orthodox,1987-02-23,4.13,39,3.31,60,0.26,33,57,0.7,Welterweight,38.0,0.7222222222222222,18
2ee09ec2a0695eb9,Mike van Arsdale,Unknown,8,5,0,187.96,92.99,,Switch,1965-06-20,1.52,41,1.91,41,1.06,14,37,0.0,Light Heavyweight,60.0,0.6153846153846154,13
04643fd03d9159cc,Marcus Aurelio,Maximus,22,10,0,177.8,70.31,187.96,Orthodox,1973-08-18,1.42,33,2.27,59,1.69,27,27,1.3,Welterweight,52.0,0.6875,32
008dc37cca279def,Sean McCorkle,Unknown,17,7,0,200.66,120.2,205.74,Orthodox,1976-07-17,0.85,44,2.48,52,2.12,40,33,4.2,Heavyweight,49.0,0.7083333333333334,24
b4192a975027aab6,Maryna Moroz,Iron Lady,11,6,0,170.18,56.7,170.18,Orthodox,1991-09-08,4.42,33,4.89,51,0.7,24,42,0.6,Flyweight,34.0,0.6470588235294118,17
96c336b463e0662c,Frankie Perez,Unknown,10,4,0,180.34,70.31,185.42,Orthodox,1989-05-11,1.64,41,2.17,54,1.75,41,50,0.3,Welterweight,36.0,0.7142857142857143,14
0c670b443c3d269f,Jim Wallhead,Judo,29,11,0,177.8,77.11,,Orthodox,1984-03-14,3.19,26,6.65,49,0.0,0,100,0.0,Middleweight,41.0,0.725,40
271fe91f4ba9d2c5,Don Frye,The Predator,20,9,1,185.42,99.34,,Orthodox,1965-11-23,2.87,64,3.57,37,0.91,57,45,0.7,Heavyweight,60.0,0.6896551724137931,30
4638cc6479cc0afe,Masio Fullen,Lobo,11,7,0,177.8,65.77,177.8,Orthodox,1986-10-06,2.46,32,3.5,54,0.47,33,69,0.0,Featherweight,39.0,0.6111111111111112,18
68dd7b3783c19f9c,Shane Carwin,The Engineer,12,2,0,187.96,120.2,203.2,Orthodox,1975-01-04,4.38,47,3.53,53,1.42,33,42,0.0,Heavyweight,50.0,0.8571428571428571,14
af65aa688d13eedf,Joe Solecki,Unknown,13,6,0,175.26,70.31,177.8,Orthodox,1993-08-27,1.97,53,1.85,50,2.06,48,14,1.4,Welterweight,32.0,0.6842105263157895,19
36a432f22144843e,Neil Grove,Goliath,12,8,1,198.12,120.2,,Orthodox,1971-01-18,0.0,0,0.0,0,0.0,0,100,14.3,Heavyweight,54.0,0.6,21
07a2bdaa0afdd831,Rogerio Bontorin,Unknown,16,4,0,165.1,56.7,170.18,Orthodox,1992-04-25,2.63,52,3.27,50,2.9,60,51,1.0,Flyweight,33.0,0.8,20
6c9b66b43663f2f7,Viktoriia Dudakova,Unknown,8,2,0,165.1,52.16,170.18,Orthodox,1999-01-26,2.87,47,3.4,50,2.73,35,33,0.0,Flyweight,26.0,0.8,10
3058888c33149a53,Yusuke Kasuya,Unknown,9,3,0,170.18,70.31,,Southpaw,1989-11-16,2.17,44,4.34,48,1.36,33,0,0.0,Welterweight,36.0,0.75,12
513c6f1715e547a8,Brock Lesnar,Unknown,5,3,0,190.5,120.2,205.74,Orthodox,1977-07-12,3.53,72,2.11,50,3.9,55,60,0.5,Heavyweight,48.0,0.625,8
bbc9ab95fa766493,Anderson Dos Santos,Berinja,21,9,0,165.1,61.23,177.8,Orthodox,1985-07-24,2.7,25,5.37,49,0.98,14,66,0.7,Featherweight,40.0,0.7,30
b2acebbef8da14ea,Akihiro Gono,Unknown,35,21,8,170.18,77.11,172.72,Switch,1974-10-07,2.18,48,2.67,63,1.01,84,46,0.5,Middleweight,51.0,0.625,64
44260175069b6276,Jens Pulver,Little Evil,27,19,1,170.18,65.77,177.8,Southpaw,1974-12-06,2.12,37,3.13,56,0.22,33,63,0.3,Featherweight,51.0,0.5869565217391305,47
c4b81cdecd5d6abe,Gerald Harris,Unknown,23,5,0,180.34,83.91,195.58,Southpaw,1979-11-19,1.41,29,1.58,62,2.96,54,72,0.0,Light Heavyweight,46.0,0.8214285714285714,28
4d44f37107f01b9b,Tom Lawlor,Filthy,10,6,0,182.88,92.99,187.96,Southpaw,1983-05-15,2.5,42,2.41,60,2.46,32,57,1.4,Light Heavyweight,42.0,0.625,16
7a5e8c94a86f9895,Chris Barnett,Beastboy,23,9,0,175.26,120.2,190.5,Orthodox,1986-06-14,4.21,47,6.53,39,0.0,0,33,0.0,Heavyweight,39.0,0.71875,32
cf1a88371c8cb690,Aaron Brink,Unknown,26,26,0,190.5,92.99,,Orthodox,1974-11-12,3.49,42,5.71,57,0.0,0,0,0.0,Light Heavyweight,51.0,0.5,52
a817e238b2747404,Dylan Budka,The Mindless Hulk,7,5,0,182.88,83.91,190.5,Switch,2000-01-14,1.06,38,1.8,42,1.93,38,76,0.4,Light Heavyweight,25.0,0.5833333333333334,12
ad32471f01e7b1a5,Jeremy Jackson,Scorpion,9,5,0,177.8,77.11,,Orthodox,1982-09-19,0.71,27,2.03,25,1.52,40,58,0.0,Middleweight,43.0,0.6428571428571429,14
fd7ab338e4953644,Manolo Zecchini,Angelo Veneziano,11,4,0,172.72,65.77,172.72,Orthodox,1996-10-22,2.34,21,6.75,46,0.0,0,0,0.0,Featherweight,29.0,0.7333333333333333,15
8173f134396cb971,Cortavious Romious,Unknown,9,4,0,162.56,61.23,172.72,Southpaw,1994-01-06,1.91,38,3.46,39,2.29,66,64,0.8,Featherweight,31.0,0.6923076923076923,13
d3f89fa685bd8420,Austin Bashi,Unknown,14,1,0,167.64,65.77,177.8,Orthodox,2001-09-29,1.75,47,2.34,48,7.81,41,62,1.7,Featherweight,24.0,0.9333333333333333,15
709fadb644ee3f51,Diyar Nurgozhay,Unknown,10,1,0,187.96,92.99,187.96,Southpaw,1997-04-22,3.13,48,3.4,59,2.0,100,100,0.0,Light Heavyweight,28.0,0.9090909090909091,11
ae071698e1a3ccd4,Christian Aguilera,The Beast,14,8,0,175.26,77.11,182.88,Switch,1991-11-25,2.54,37,4.04,48,0.0,0,60,0.0,Middleweight,34.0,0.6363636363636364,22
34ff304266360297,Manon Fiorot,The Beast,12,2,0,170.18,56.7,165.1,Orthodox,1990-02-17,5.58,41,3.59,66,1.06,29,87,0.0,Flyweight,35.0,0.8571428571428571,14
480779d7f9a424d3,Mairon Santos,The Legend,17,1,0,170.18,70.31,182.88,Orthodox,2000-06-10,3.53,46,2.38,66,0.0,0,50,0.0,Welterweight,25.0,0.9444444444444444,18
ebc1f40e00e0c481,Stefan Struve,Skyscraper,33,13,0,210.82,120.2,213.36,Orthodox,1988-02-18,3.12,47,4.04,46,0.56,46,55,1.7,Heavyweight,37.0,0.717391304347826,46
a78a87d8c2bbb1cb,Julija Stoliarenko,Unknown,11,10,2,170.18,56.7,167.64,Orthodox,1993-04-08,2.74,38,4.45,46,0.78,20,54,1.4,Flyweight,32.0,0.5238095238095238,23
67a992d4cff22466,Ericka Almeida,Unknown,7,3,0,167.64,52.16,,Orthodox,1989-03-05,1.07,39,3.33,43,0.5,33,37,0.0,Flyweight,36.0,0.7,10
f5431394fb284bb9,James Te Huna,Unknown,16,9,0,187.96,83.91,190.5,Orthodox,1981-09-29,4.04,51,2.99,62,2.75,37,58,0.2,Light Heavyweight,44.0,0.64,25
5b86d491d63890c5,Ludovit Klein,Mr. Highlight,23,5,1,170.18,70.31,182.88,Southpaw,1995-02-22,3.57,52,3.34,52,1.52,51,76,0.0,Welterweight,30.0,0.8214285714285714,29
20bd6c3e03c46ee6,Townsend Saunders,Unknown,0,2,0,165.1,77.11,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Middleweight,,0.0,2
d1759b2b7be9be56,Hector Ramirez,Sick Dog,10,6,1,182.88,92.99,,Orthodox,1976-03-28,2.27,41,4.6,56,2.3,55,66,0.5,Light Heavyweight,49.0,0.625,17
c80095f6092271a7,Tim Boetsch,The Barbarian,21,13,0,182.88,83.91,187.96,Orthodox,1981-01-28,2.93,50,2.9,57,1.45,34,59,0.8,Light Heavyweight,44.0,0.6176470588235294,34
ecdf14f4f8643d39,Byron Bloodworth,Unknown,6,3,0,172.72,61.23,,Orthodox,1983-08-16,1.82,28,5.18,50,0.0,0,0,0.0,Featherweight,42.0,0.6666666666666666,9
35673bf5204524ee,Bo Nickal,Unknown,7,1,0,185.42,83.91,193.04,Southpaw,1996-01-14,2.36,59,2.11,58,3.34,53,100,2.9,Light Heavyweight,29.0,0.875,8
b9f28e7045fdfce7,Raoni Barcelos,Unknown,20,5,0,170.18,61.23,170.18,Orthodox,1987-05-01,4.87,52,4.4,60,2.33,33,85,0.6,Featherweight,38.0,0.8,25
2adb11835acd815b,Tom Blackledge,Unknown,10,7,0,,92.99,,Orthodox,,2.91,61,2.55,46,0.0,0,75,0.0,Light Heavyweight,,0.5882352941176471,17
7c9f96f9a6a5cd50,Brok Weaver,Chata Tuska,15,6,0,182.88,70.31,185.42,Southpaw,1991-12-05,4.78,64,4.35,46,0.41,10,66,0.4,Welterweight,34.0,0.7142857142857143,21
efc67b07eed39794,Istela Nunes,Unknown,6,6,0,162.56,52.16,167.64,Orthodox,1992-07-23,4.28,47,4.07,59,0.0,0,47,0.0,Flyweight,33.0,0.5,12
e9e7e1c8ff289e1b,Humberto Brown Morrison,Unknown,4,6,0,177.8,65.77,,Unknown,1984-11-03,1.71,50,2.19,62,1.43,25,0,0.0,Featherweight,41.0,0.4,10
ff62013d2fce6d13,Nazim Sadykhov,Black Wolf,11,1,1,177.8,70.31,175.26,Southpaw,1994-05-16,5.55,50,5.89,50,1.29,55,75,0.3,Welterweight,31.0,0.9166666666666666,13
32016899d0a222a3,Lee Murray,Lightning,8,2,1,190.5,83.91,,Orthodox,1977-09-12,0.36,15,3.28,32,0.9,100,42,1.8,Light Heavyweight,48.0,0.8,11
744e098e065cfdbe,Ricardo Romero,Unknown,11,3,0,182.88,92.99,193.04,Orthodox,1978-04-15,2.17,55,4.77,46,1.63,10,100,3.3,Light Heavyweight,47.0,0.7857142857142857,14
476414d2f18cd059,Andy Wang,Unknown,7,8,1,167.64,70.31,,Orthodox,1977-05-28,3.43,36,10.29,62,0.0,0,0,0.0,Welterweight,48.0,0.4666666666666667,16
9147679e1a4ad4a3,Richardson Moreira,Rick Monstro,7,4,0,187.96,83.91,,Orthodox,1984-03-31,1.17,28,1.83,67,0.0,0,100,0.0,Light Heavyweight,41.0,0.6363636363636364,11
c7d7fda69ec410d3,Kamuela Kirk,The Jawaiian,12,6,0,177.8,70.31,190.5,Switch,1994-04-13,3.22,50,5.87,40,1.5,26,47,1.2,Welterweight,31.0,0.6666666666666666,18
56f7d7ee06be4aab,Zac Pauga,The High Chief,7,3,0,187.96,92.99,193.04,Orthodox,1988-02-25,4.46,62,2.73,58,0.38,7,100,0.0,Light Heavyweight,37.0,0.7,10
33a331684283900f,Eddie Alvarez,Unknown,29,6,0,175.26,70.31,175.26,Orthodox,1984-01-11,4.32,41,4.39,55,2.92,36,92,0.5,Welterweight,41.0,0.8285714285714286,35
a8fa0c4e95512806,Phil Johns,Unknown,30,14,1,157.48,77.11,,Southpaw,1968-10-22,1.2,66,1.8,50,0.0,0,50,0.0,Middleweight,57.0,0.6818181818181818,45
c482c8605455a213,Junior Albini,Baby,14,6,0,190.5,119.75,187.96,Orthodox,1991-03-15,3.98,51,6.08,52,1.54,37,100,0.0,Heavyweight,34.0,0.7,20
31f8081c7600da93,Kyle Nelson,The Monster,16,6,1,180.34,65.77,180.34,Switch,1991-04-20,3.51,45,4.72,51,1.06,20,73,0.6,Featherweight,34.0,0.7272727272727273,23
72ea1984c52019b5,Saimon Oliveira,Unknown,18,6,0,162.56,61.23,182.88,Orthodox,1991-04-21,2.67,40,4.13,46,1.07,25,38,1.4,Featherweight,34.0,0.75,24
947eccadb72f4f6f,Jesse Forbes,Kid Hercules,15,5,0,187.96,83.91,190.5,Southpaw,1984-10-24,2.11,24,4.06,53,1.79,75,66,1.2,Light Heavyweight,41.0,0.75,20
02bb48869eb7ac8f,Rayanne dos Santos,Unknown,14,9,0,157.48,52.16,157.48,Orthodox,1995-06-08,4.57,40,6.47,59,0.5,14,80,0.0,Flyweight,30.0,0.6086956521739131,23
82a5152216251682,Dan Ige,50K,19,10,0,170.18,65.77,180.34,Orthodox,1991-08-06,3.64,45,3.56,56,0.89,25,56,0.2,Featherweight,34.0,0.6551724137931034,29
11583163f45c7b31,Lucas Alexander,The Lion,8,5,0,180.34,65.77,185.42,Orthodox,1995-07-28,4.69,57,2.87,56,0.0,0,60,0.0,Featherweight,30.0,0.6153846153846154,13
c32fb8c0f6471a4d,Mirko Filipovic,Cro Cop,35,11,2,187.96,104.33,185.42,Southpaw,1974-09-10,2.11,50,1.89,63,0.19,40,78,0.3,Heavyweight,51.0,0.7608695652173914,48
e82d5f54daa85a7e,Joe Merritt,Unknown,7,2,0,182.88,77.11,,Orthodox,1984-03-07,1.53,58,0.73,66,0.0,0,68,0.0,Middleweight,41.0,0.7777777777777778,9
cfc3e7bb44685289,Trey Ogden,Shamurai,18,7,0,180.34,70.31,182.88,Orthodox,1989-11-14,3.2,50,3.49,55,1.89,32,100,0.7,Welterweight,36.0,0.72,25
3be16d817b36098b,DongHun Choi,Unknown,9,0,0,165.1,56.7,167.64,Switch,1999-01-02,4.54,66,3.13,58,0.46,14,81,0.0,Flyweight,26.0,1.0,9
634e2fb70bde3fd5,Holly Holm,The Preacher's Daughter,15,7,0,172.72,61.23,175.26,Southpaw,1981-10-17,3.13,40,2.92,55,0.87,30,76,0.1,Featherweight,44.0,0.6818181818181818,22
aac6edb0d5e0b7e9,Marcin Wrzosek,The Polish Zombie,12,4,0,175.26,70.31,,Unknown,1987-10-14,3.47,43,4.07,43,3.0,25,33,0.0,Welterweight,38.0,0.75,16
5fceb45939fc0c8a,Tom Niinimaki,Stoneface,22,8,1,175.26,65.77,175.26,Orthodox,1982-07-25,1.91,54,2.31,58,2.97,46,33,0.5,Featherweight,43.0,0.7333333333333333,31
0a1942069c9ad6b6,Jack Hermansson,The Joker,24,9,0,185.42,83.91,195.58,Orthodox,1988-06-10,5.13,45,3.7,57,1.5,29,80,0.4,Light Heavyweight,37.0,0.7272727272727273,33
26e3f3928b1891d9,Hannah Goldy,24K,6,4,0,162.56,52.16,154.94,Orthodox,1992-05-18,5.19,47,4.67,50,0.66,12,54,0.2,Flyweight,33.0,0.6,10
3c48019bc387b80c,Billy Miles,The Kid,2,2,0,177.8,77.11,,Orthodox,1978-04-28,0.0,0,1.25,33,0.0,0,0,0.0,Middleweight,47.0,0.5,4
31652c9267606d54,John Lober,The Machine,5,9,4,180.34,90.26,,Orthodox,1968-02-26,0.0,0,0.0,0,0.0,0,0,0.0,Light Heavyweight,57.0,0.35714285714285715,18
817e0bdf08efce2e,Elvis Sinosic,The King of Rock n' Rumble,7,11,2,190.5,92.99,195.58,Orthodox,1971-02-13,1.13,37,4.6,53,0.0,0,0,1.2,Light Heavyweight,54.0,0.3888888888888889,20
e979c76341f19b22,Tom Duquesnoy,Fire Kid,16,2,0,170.18,61.23,172.72,Orthodox,1993-06-21,3.83,45,5.3,62,0.42,25,46,0.0,Featherweight,32.0,0.8888888888888888,18
c0d5c0c95c59050b,Ariane Carnelossi,Sorriso,15,3,0,157.48,52.16,154.94,Orthodox,1992-11-17,2.87,39,4.74,45,1.37,55,14,0.3,Flyweight,33.0,0.8333333333333334,18
32be4b7f7de1c905,Chico Camus,The King,17,7,0,167.64,56.7,167.64,Orthodox,1985-01-26,2.58,41,2.46,64,0.77,40,72,0.4,Flyweight,40.0,0.7083333333333334,24
bc7230f231701d66,Mike Easton,The Hulk,13,6,0,167.64,61.23,177.8,Southpaw,1984-01-25,3.51,37,4.28,61,0.75,22,66,0.0,Featherweight,41.0,0.6842105263157895,19
3e514f437c51ce0a,Steven Graham,Unknown,2,1,0,185.42,131.54,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Super Heavyweight,,0.6666666666666666,3
1497e735d9f2560a,Ange Loosa,The Last Ninja,10,5,0,177.8,77.11,187.96,Orthodox,1993-03-18,5.46,46,6.59,52,2.53,39,83,0.2,Middleweight,32.0,0.6666666666666666,15
275aca31f61ba28c,Islam Makhachev,Unknown,27,1,0,177.8,70.31,177.8,Southpaw,1991-10-27,2.63,58,1.55,61,3.2,53,90,1.1,Welterweight,34.0,0.9642857142857143,28
56bc9ccb609df534,Chuck O'Neil,Cold Steel,17,9,0,187.96,77.11,,Unknown,1985-09-22,3.13,37,4.4,72,0.0,0,0,0.0,Middleweight,40.0,0.6538461538461539,26
91dac5e69e28d5b5,Pannie Kianzad,Banzai,17,9,0,170.18,61.23,167.64,Orthodox,1991-12-08,4.88,49,4.09,51,0.41,33,65,0.1,Featherweight,34.0,0.6538461538461539,26
0d65c432720accb9,Michal Oleksiejczuk,Hussar,21,9,0,182.88,83.91,187.96,Southpaw,1995-02-22,5.27,51,4.51,59,1.05,43,48,0.0,Light Heavyweight,30.0,0.7,30
89839250eb25c9c1,Caio Machado,Bigfoot,8,4,1,193.04,113.4,198.12,Southpaw,1994-07-20,5.82,53,2.87,63,0.0,0,82,0.0,Heavyweight,31.0,0.6666666666666666,13
1ad381c8994c4e5b,Ben Wall,Manimal,8,7,1,177.8,70.31,,Orthodox,1989-03-25,1.47,29,8.53,29,0.0,0,100,0.0,Welterweight,36.0,0.5333333333333333,16
4461d7e47375a895,Tatsuro Taira,Unknown,17,1,0,170.18,56.7,177.8,Orthodox,2000-01-27,2.87,60,2.54,47,3.21,48,45,1.7,Flyweight,25.0,0.9444444444444444,18
2f13e4020cea5b38,Raphael Assuncao,Unknown,28,10,0,165.1,61.23,167.64,Orthodox,1982-07-19,3.22,42,2.5,66,1.65,39,78,0.2,Featherweight,43.0,0.7368421052631579,38
9ddfb3369a3b0394,Antonio Banuelos,Unknown,20,11,1,165.1,61.23,160.02,Orthodox,1979-09-23,2.69,33,3.15,58,1.62,62,86,0.4,Featherweight,46.0,0.6451612903225806,32
d910665038efc639,Carla Esparza,Cookie Monster,20,8,0,154.94,52.16,160.02,Orthodox,1987-10-10,2.19,39,2.87,54,3.28,36,47,0.3,Flyweight,38.0,0.7142857142857143,28
c4731f43693b96b8,Rodolfo Rubio Perez,Fito,10,16,1,165.1,65.77,,Orthodox,1987-01-29,1.13,36,1.0,62,2.0,33,33,0.0,Featherweight,38.0,0.38461538461538464,27
1a31ef98efce7a79,Matheus Nicolau,Unknown,19,6,1,167.64,56.7,167.64,Orthodox,1993-01-06,3.31,51,2.98,65,1.22,43,90,0.8,Flyweight,32.0,0.76,26
cb139171ed1b69fe,Kenny Florian,KenFlo,14,6,0,177.8,65.77,187.96,Southpaw,1976-05-26,2.41,40,1.85,63,2.22,33,60,1.3,Featherweight,49.0,0.7,20
5eedbf1e9601be35,Brock Larson,Unknown,42,10,0,180.34,77.11,180.34,Southpaw,1977-08-23,1.39,46,1.5,55,2.67,34,43,2.0,Middleweight,48.0,0.8076923076923077,52
f1928a52590c5532,Curtis Millender,Curtious,17,5,0,187.96,77.11,193.04,Orthodox,1987-12-01,3.86,46,2.95,61,0.43,100,57,0.0,Middleweight,38.0,0.7727272727272727,22
4dc496aa0cfc0d95,Harry Moskowitz,Dirty,6,12,0,195.58,124.74,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Super Heavyweight,,0.3333333333333333,18
0b8d512c79b4baf3,Matt Bessette,The Mangler,22,9,0,177.8,65.77,177.8,Orthodox,1984-12-28,4.36,41,4.45,58,0.64,28,61,0.3,Featherweight,41.0,0.7096774193548387,31
49f78022126bf4a4,Cesar Arzamendia,Goku,8,3,0,180.34,70.31,,Orthodox,1991-01-31,5.37,45,5.2,56,7.32,75,0,2.4,Welterweight,34.0,0.7272727272727273,11
87e2468b986ebb79,Cameron VanCamp,Jumpman,15,7,1,187.96,70.31,187.96,Switch,1993-04-27,5.31,47,6.41,40,0.0,0,0,0.0,Welterweight,32.0,0.6818181818181818,23
59aaf2730b84698a,Jesse Sanders,Unknown,23,7,0,182.88,77.11,,Orthodox,,0.0,0,6.45,35,0.0,0,50,0.0,Middleweight,,0.7666666666666667,30
efa1f6b42c86793c,Adam Wieczorek,Siwy,10,2,0,195.58,113.4,205.74,Orthodox,1992-02-05,1.68,38,1.87,48,0.41,33,58,0.4,Heavyweight,33.0,0.8333333333333334,12
6fc506e1099afe20,Luan Lacerda,Unknown,12,3,0,170.18,61.23,180.34,Orthodox,1993-01-07,4.52,44,7.07,47,1.26,25,75,0.6,Featherweight,32.0,0.8,15
8677e67a75d65b8e,Baergeng Jieleyisi,Unknown,18,7,0,175.26,65.77,180.34,Orthodox,1995-11-24,1.61,35,2.62,52,1.73,38,78,0.2,Featherweight,30.0,0.72,25
6f242453c91a5af0,Dennis Bermudez,The Menace,17,9,0,167.64,70.31,167.64,Orthodox,1986-12-13,4.42,46,3.07,59,3.89,40,82,1.1,Welterweight,39.0,0.6538461538461539,26
91d73ee59347ac16,Brodie Farber,Unknown,16,7,0,185.42,77.11,,Orthodox,1980-07-05,1.69,45,2.17,53,0.9,50,20,0.9,Middleweight,45.0,0.6956521739130435,23
fc6e681bf6658faf,Ashlee Evans-Smith,Rebel Girl,6,6,0,172.72,61.23,170.18,Orthodox,1987-07-09,4.03,34,4.59,53,0.95,22,50,0.0,Featherweight,38.0,0.5,12
2b074403b7c6cdb4,Thomas Almeida,Thominhas,22,5,0,170.18,65.77,177.8,Southpaw,1991-07-31,4.84,43,4.93,61,0.17,14,75,0.0,Featherweight,34.0,0.8148148148148148,27
52ef95b5860fb28c,Jean Silva,Lord,16,2,0,170.18,65.77,175.26,Orthodox,1996-12-27,4.87,52,4.13,56,0.6,50,86,0.9,Featherweight,29.0,0.8888888888888888,18
46a2f24feb258ae0,Valerie Letourneau,Trouble,8,6,0,170.18,52.16,172.72,Orthodox,1983-04-29,4.51,37,5.4,58,0.77,45,66,0.3,Flyweight,42.0,0.5714285714285714,14
5af480a3b2e1726b,David Hood,Unknown,1,3,0,182.88,90.72,,Unknown,,0.0,0,0.0,0,0.0,0,0,0.0,Light Heavyweight,,0.25,4
12f1b140e248bdb9,Jerrod Sanders,J-Reazie,16,3,0,172.72,61.23,182.88,Orthodox,1979-10-01,0.88,64,1.14,46,2.2,33,50,1.6,Featherweight,46.0,0.8421052631578947,19
40a604761ca7d64d,Din Thomas,Dinyero,26,9,0,175.26,70.31,,Orthodox,1976-09-28,1.85,37,2.6,59,1.38,52,76,1.2,Welterweight,49.0,0.7428571428571429,35
de62052b2ede65ba,Matt Arroyo,No Regard,3,3,0,177.8,77.11,182.88,Orthodox,1982-09-01,1.62,47,2.01,58,2.12,36,100,5.3,Middleweight,43.0,0.5,6
009341ed974bad72,Jiri Prochazka,Unknown,31,5,1,190.5,92.99,203.2,Orthodox,1992-10-14,5.74,55,5.7,43,0.6,60,68,0.2,Light Heavyweight,33.0,0.8611111111111112,37
00e11b5c8b7bfeeb,Luke Rockhold,Unknown,16,6,0,190.5,83.91,195.58,Southpaw,1984-10-17,4.1,49,2.68,53,0.7,29,65,1.0,Light Heavyweight,41.0,0.7272727272727273,22
60ba33c3f555a7a3,Josh Grispi,The Fluke,14,5,0,180.34,65.77,187.96,Orthodox,1988-10-14,1.44,41,3.71,50,1.97,36,16,2.2,Featherweight,37.0,0.7368421052631579,19
f0abbb6f3444dae7,Paul Buentello,The Headhunter,35,17,0,187.96,111.13,195.58,Orthodox,1974-01-16,3.29,45,3.83,52,0.19,33,39,0.4,Heavyweight,51.0,0.6730769230769231,52
5ef94841c4bc3f86,Edgar Chairez,Puro Chicali,12,6,0,170.18,56.7,180.34,Orthodox,1996-01-27,3.44,44,5.08,42,0.0,0,33,1.7,Flyweight,29.0,0.6666666666666666,18
